file_id	md5	size	urls	sample_id
VMRC_FRESH_127-33-0739-543-10270.R2.fq.gz	5ac4f3bf09d10309e80025338e7a41a6	169349483	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-0739-543-10270.R2.fq.gz	VMRC_FRESH_127-33-0739-543-10270,vmrc:lib-ce36a4c4
VMRC_FRESH_127-33-0739-543-10270.unpaired.fq.gz	6ba3e273a8c42797fb28918b33a98a46	3935790	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-0739-543-10270.unpaired.fq.gz	VMRC_FRESH_127-33-0739-543-10270,vmrc:lib-ce36a4c4
VMRC_FRESH_127-33-0895-655-10290.R1.fq.gz	99ca02c762eb6a80faff0e22f8195335	147322799	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-0895-655-10290.R1.fq.gz	VMRC_FRESH_127-33-0895-655-10290,vmrc:lib-1d92a895
VMRC_FRESH_127-33-0895-655-10290.R2.fq.gz	9ad6af66aa3cd25e57790b20f2d511ed	164158452	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-0895-655-10290.R2.fq.gz	VMRC_FRESH_127-33-0895-655-10290,vmrc:lib-1d92a895
VMRC_FRESH_127-33-0895-655-10290.unpaired.fq.gz	9e7d8b9657df71b28b3989dc158e9f55	8390794	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-0895-655-10290.unpaired.fq.gz	VMRC_FRESH_127-33-0895-655-10290,vmrc:lib-1d92a895
VMRC_FRESH_127-33-1211-892-10070.R1.fq.gz	84dc7d1f882de7374dd9413d0924ca26	125805134	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10070.R1.fq.gz	VMRC_FRESH_127-33-1211-892-10070,vmrc:lib-5d30dede
VMRC_FRESH_127-33-1211-892-10070.R2.fq.gz	3c7029fdacb924bb14dc360fbe248287	145688029	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10070.R2.fq.gz	VMRC_FRESH_127-33-1211-892-10070,vmrc:lib-5d30dede
VMRC_FRESH_127-33-1211-892-10070.unpaired.fq.gz	e075d6aa7a4784b39be0a40a56b533af	11237179	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10070.unpaired.fq.gz	VMRC_FRESH_127-33-1211-892-10070,vmrc:lib-5d30dede
VMRC_FRESH_127-33-1211-892-10165.R1.fq.gz	fddd9cf74492d7e2e7062294b8aaa34c	68054793	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10165.R1.fq.gz	vmrc:lib-fb32e745,VMRC_FRESH_127-33-1211-892-10165
VMRC_FRESH_127-33-1211-892-10165.R2.fq.gz	ec8fd40b31bf1c4d12c7d1e14789d444	76262401	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10165.R2.fq.gz	vmrc:lib-fb32e745,VMRC_FRESH_127-33-1211-892-10165
VMRC_FRESH_127-33-1211-892-10165.unpaired.fq.gz	51d009b501f99ed4ec91cdafe379cccf	4045483	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10165.unpaired.fq.gz	vmrc:lib-fb32e745,VMRC_FRESH_127-33-1211-892-10165
VMRC_FRESH_127-33-1211-892-10340.R1.fq.gz	1f02f3b6d6729c35a01b9fc90efc2e3c	57439932	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10340.R1.fq.gz	VMRC_FRESH_127-33-1211-892-10340,vmrc:lib-006c094b
VMRC_FRESH_127-33-1211-892-10340.R2.fq.gz	cc5e93167990ea655529546fc19e34aa	60986890	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10340.R2.fq.gz	VMRC_FRESH_127-33-1211-892-10340,vmrc:lib-006c094b
VMRC_FRESH_127-33-1211-892-10340.unpaired.fq.gz	1e3403c6187715e1e5d80ae8936a1970	1467153	gs://vmrc-fresh-metagenome/sequence_reads/Illumina/127-33-1211-892-10340.unpaired.fq.gz	VMRC_FRESH_127-33-1211-892-10340,vmrc:lib-006c094b
VMRC_HMP_UMD_MG_112477.R1.fq.gz	b383e9303201859b560c942473b736bc	377043138	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112477.R1.fq.gz	VMRC_HMP_UMD_EM04_W1D7,vmrc:lib-afe5dbdf
VMRC_HMP_UMD_MG_112477.R2.fq.gz	f069c9e5b71bb87f7baf7a576b6e2be6	395694772	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112477.R2.fq.gz	VMRC_HMP_UMD_EM04_W1D7,vmrc:lib-afe5dbdf
VMRC_HMP_UMD_MG_112477.unpaired.fq.gz	f27c88879c83179d3a4df4ff4db5becf	48550742	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112477.unpaired.fq.gz	VMRC_HMP_UMD_EM04_W1D7,vmrc:lib-afe5dbdf
VMRC_HMP_UMD_MG_112541.R1.fq.gz	215b667809aef0808816f01d6f5fba3e	799534724	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112541.R1.fq.gz	VMRC_HMP_UMD_EM04_W3D7,vmrc:lib-d753a0fb
VMRC_HMP_UMD_MG_112541.R2.fq.gz	39c52be00fc62322014695df2c70127d	883206990	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112541.R2.fq.gz	VMRC_HMP_UMD_EM04_W3D7,vmrc:lib-d753a0fb
VMRC_HMP_UMD_MG_112541.unpaired.fq.gz	a74f1b2355b30e63fe52f586222e1b90	138457319	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112541.unpaired.fq.gz	VMRC_HMP_UMD_EM04_W3D7,vmrc:lib-d753a0fb
VMRC_HMP_UMD_MG_112597.R1.fq.gz	de08f3d14c1a11c7908653ec94f5f4f8	162275517	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112597.R1.fq.gz	VMRC_HMP_UMD_EM04_W5D6,vmrc:lib-32374a9e
VMRC_HMP_UMD_MG_112597.R2.fq.gz	0601106392bb3b72ffdddd671ffe66d3	170922345	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112597.R2.fq.gz	VMRC_HMP_UMD_EM04_W5D6,vmrc:lib-32374a9e
VMRC_HMP_UMD_MG_112597.unpaired.fq.gz	feb4aac5f67d4e9f1ee4a6b32fb6169a	22652182	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112597.unpaired.fq.gz	VMRC_HMP_UMD_EM04_W5D6,vmrc:lib-32374a9e
VMRC_HMP_UMD_MG_112797.R1.fq.gz	d39ed60abf87320d5e97ace046e18a12	237168928	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112797.R1.fq.gz	vmrc:lib-61624d4e,VMRC_HMP_UMD_EM06_W1D7
VMRC_HMP_UMD_MG_112797.R2.fq.gz	e2b99643faf42426175713cd7442aa3e	245006767	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112797.R2.fq.gz	vmrc:lib-61624d4e,VMRC_HMP_UMD_EM06_W1D7
VMRC_HMP_UMD_MG_112797.unpaired.fq.gz	1ed63dc01577ea1b9a7983ce3fd6f222	31735966	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112797.unpaired.fq.gz	vmrc:lib-61624d4e,VMRC_HMP_UMD_EM06_W1D7
VMRC_HMP_UMD_MG_112861.R1.fq.gz	7a2572579d1fa7e05f5a1dff494760e7	598889156	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112861.R1.fq.gz	VMRC_HMP_UMD_EM06_W3D7,vmrc:lib-2c2d1751
VMRC_HMP_UMD_MG_112861.R2.fq.gz	641e3f6718a257741af21d641cda1f72	615836950	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112861.R2.fq.gz	VMRC_HMP_UMD_EM06_W3D7,vmrc:lib-2c2d1751
VMRC_HMP_UMD_MG_112861.unpaired.fq.gz	9ad2835037c58aa081bfc04af29a3c7f	60628657	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112861.unpaired.fq.gz	VMRC_HMP_UMD_EM06_W3D7,vmrc:lib-2c2d1751
VMRC_HMP_UMD_MG_112917.R1.fq.gz	bae8a86aacdcf5e29b3f709cca5b2683	358699546	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112917.R1.fq.gz	VMRC_HMP_UMD_EM06_W5D6,vmrc:lib-10383303
VMRC_HMP_UMD_MG_112917.R2.fq.gz	360c68dc05002972226dba1de253b427	385701532	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112917.R2.fq.gz	VMRC_HMP_UMD_EM06_W5D6,vmrc:lib-10383303
VMRC_HMP_UMD_MG_112917.unpaired.fq.gz	213c483d1bf719f000175ceba1a7d03b	45376858	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_112917.unpaired.fq.gz	VMRC_HMP_UMD_EM06_W5D6,vmrc:lib-10383303
VMRC_HMP_UMD_MG_113289.R1.fq.gz	136a7435fca79d398f8e966ab047f0a3	114232976	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113289.R1.fq.gz	vmrc:lib-8233a34b,VMRC_HMP_UMD_EM09_W2D3
VMRC_HMP_UMD_MG_113289.R2.fq.gz	8abc8972f35a702232082f70156eba2d	114931217	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113289.R2.fq.gz	vmrc:lib-8233a34b,VMRC_HMP_UMD_EM09_W2D3
VMRC_HMP_UMD_MG_113289.unpaired.fq.gz	f3af6de249276f18d1e24255e855f63e	15254284	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113289.unpaired.fq.gz	vmrc:lib-8233a34b,VMRC_HMP_UMD_EM09_W2D3
VMRC_HMP_UMD_MG_113357.R1.fq.gz	aa657df63f863407f2ee2fb73ebd17d4	2080012254	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113357.R1.fq.gz	vmrc:lib-6dede653,VMRC_HMP_UMD_EM09_W4D4
VMRC_HMP_UMD_MG_113357.R2.fq.gz	266b4b7c7a2a192fc3acd0f593fa9eb1	2303009282	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113357.R2.fq.gz	vmrc:lib-6dede653,VMRC_HMP_UMD_EM09_W4D4
VMRC_HMP_UMD_MG_113357.unpaired.fq.gz	908c5411d0f3dd4cf95ba7cba0de058c	308741668	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113357.unpaired.fq.gz	vmrc:lib-6dede653,VMRC_HMP_UMD_EM09_W4D4
VMRC_HMP_UMD_MG_113597.R1.fq.gz	5d21217cd0b6a6994b4734342248685b	451047961	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113597.R1.fq.gz	VMRC_HMP_UMD_AYAC02_W1D7,vmrc:lib-6aa23dd3
VMRC_HMP_UMD_MG_113597.R2.fq.gz	cf10bccf7bedbb214beb76f44533a367	409508688	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113597.R2.fq.gz	VMRC_HMP_UMD_AYAC02_W1D7,vmrc:lib-6aa23dd3
VMRC_HMP_UMD_MG_113597.unpaired.fq.gz	b3c49c2d62eb66f5efc5d62a71409bf8	48395663	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113597.unpaired.fq.gz	VMRC_HMP_UMD_AYAC02_W1D7,vmrc:lib-6aa23dd3
VMRC_HMP_UMD_MG_113633.R1.fq.gz	56f94120f56d7d868064d9ba1b945e8a	604063353	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113633.R1.fq.gz	vmrc:lib-d76f138b,VMRC_HMP_UMD_AYAC02_W3D1
VMRC_HMP_UMD_MG_113633.R2.fq.gz	98a4518cdf3cff99a301994955596f51	607125105	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113633.R2.fq.gz	vmrc:lib-d76f138b,VMRC_HMP_UMD_AYAC02_W3D1
VMRC_HMP_UMD_MG_113633.unpaired.fq.gz	5a14b76cbd42a2b91a0187ee0e06d585	151813579	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113633.unpaired.fq.gz	vmrc:lib-d76f138b,VMRC_HMP_UMD_AYAC02_W3D1
VMRC_HMP_UMD_MG_113717.R1.fq.gz	3aaa63e7e3addff36a19b79ad7c0d77c	389530683	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113717.R1.fq.gz	VMRC_HMP_UMD_AYAC02_W5D6,vmrc:lib-b1857e1a
VMRC_HMP_UMD_MG_113717.R2.fq.gz	1ad17aab6bceff16e2ab65b9c18f16e3	414551524	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113717.R2.fq.gz	VMRC_HMP_UMD_AYAC02_W5D6,vmrc:lib-b1857e1a
VMRC_HMP_UMD_MG_113717.unpaired.fq.gz	9ed5c2cfe815a1894e35e16a31609c15	107553762	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113717.unpaired.fq.gz	VMRC_HMP_UMD_AYAC02_W5D6,vmrc:lib-b1857e1a
VMRC_HMP_UMD_MG_113757.R1.fq.gz	e6f01c27c72e7b55279a0628d07bf15c	2763968479	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113757.R1.fq.gz	vmrc:lib-3a9ba23d,VMRC_HMP_UMD_AYAC03_W1D7
VMRC_HMP_UMD_MG_113757.R2.fq.gz	8bc76a64ac8aeb05062083e51c231540	2398438207	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113757.R2.fq.gz	vmrc:lib-3a9ba23d,VMRC_HMP_UMD_AYAC03_W1D7
VMRC_HMP_UMD_MG_113757.unpaired.fq.gz	81397f7db9dfb33c7cd8e0d05aed8ee9	292701164	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113757.unpaired.fq.gz	vmrc:lib-3a9ba23d,VMRC_HMP_UMD_AYAC03_W1D7
VMRC_HMP_UMD_MG_113853.R1.fq.gz	d513875f2d0fe975b26f56370af8a782	1258170457	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113853.R1.fq.gz	vmrc:lib-92ee81b0,VMRC_HMP_UMD_AYAC03_W4D7
VMRC_HMP_UMD_MG_113853.R2.fq.gz	17d3538445124ead936ce7e40ac8db36	1385376083	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113853.R2.fq.gz	vmrc:lib-92ee81b0,VMRC_HMP_UMD_AYAC03_W4D7
VMRC_HMP_UMD_MG_113853.unpaired.fq.gz	4f1406cf7fb5080acdc415d8cff9fd43	127878469	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_113853.unpaired.fq.gz	vmrc:lib-92ee81b0,VMRC_HMP_UMD_AYAC03_W4D7
VMRC_HMP_UMD_MG_114069.R1.fq.gz	769a1b934a394fc73eb54e4588787832	49899416	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114069.R1.fq.gz	vmrc:lib-3320dbc4,VMRC_HMP_UMD_AYAC05_W1D6
VMRC_HMP_UMD_MG_114069.R2.fq.gz	58839eeec28e6f6d72bcbd642a6f1a6c	49399061	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114069.R2.fq.gz	vmrc:lib-3320dbc4,VMRC_HMP_UMD_AYAC05_W1D6
VMRC_HMP_UMD_MG_114069.unpaired.fq.gz	662053b0da1826dfd4af20ff552281a0	18687128	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114069.unpaired.fq.gz	vmrc:lib-3320dbc4,VMRC_HMP_UMD_AYAC05_W1D6
VMRC_HMP_UMD_MG_114141.R1.fq.gz	3a34271c0d909069c530d07b1ae94799	212601505	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114141.R1.fq.gz	vmrc:lib-614f58b6,VMRC_HMP_UMD_AYAC05_W3D7
VMRC_HMP_UMD_MG_114141.R2.fq.gz	2a44022470b8f3ecbb5934de318249f8	230352233	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114141.R2.fq.gz	vmrc:lib-614f58b6,VMRC_HMP_UMD_AYAC05_W3D7
VMRC_HMP_UMD_MG_114141.unpaired.fq.gz	8517eadb60554a478ff467e21b6193cc	50700388	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114141.unpaired.fq.gz	vmrc:lib-614f58b6,VMRC_HMP_UMD_AYAC05_W3D7
VMRC_HMP_UMD_MG_114193.R1.fq.gz	9e1f3be85e15b57190b0ba85824a4467	526115214	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114193.R1.fq.gz	vmrc:lib-7452512c,VMRC_HMP_UMD_AYAC05_W5D5
VMRC_HMP_UMD_MG_114193.R2.fq.gz	b7a1e98354908dac6fde598b0c294b9c	518401484	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114193.R2.fq.gz	vmrc:lib-7452512c,VMRC_HMP_UMD_AYAC05_W5D5
VMRC_HMP_UMD_MG_114193.unpaired.fq.gz	701cd43d86470470be6894ef7469094d	61140370	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114193.unpaired.fq.gz	vmrc:lib-7452512c,VMRC_HMP_UMD_AYAC05_W5D5
VMRC_HMP_UMD_MG_114717.R1.fq.gz	ddfe57ab68ec676bd37eb89cfc3b639b	563210153	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114717.R1.fq.gz	VMRC_HMP_UMD_AYAC09_W1D7,vmrc:lib-fbc7972a
VMRC_HMP_UMD_MG_114717.R2.fq.gz	433cf4f9b7b71b60fd95bc8612fd60eb	643581451	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114717.R2.fq.gz	VMRC_HMP_UMD_AYAC09_W1D7,vmrc:lib-fbc7972a
VMRC_HMP_UMD_MG_114717.unpaired.fq.gz	46a630de6d016d674f7122b15665554c	95751130	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114717.unpaired.fq.gz	VMRC_HMP_UMD_AYAC09_W1D7,vmrc:lib-fbc7972a
VMRC_HMP_UMD_MG_114765.R1.fq.gz	42e3956fe5c4fddb34d34e1c3c3b163d	363495660	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114765.R1.fq.gz	VMRC_HMP_UMD_AYAC09_W3D4,vmrc:lib-89fd51c8
VMRC_HMP_UMD_MG_114765.R2.fq.gz	b517b67643ef663f92a6a0621e4049ed	411296290	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114765.R2.fq.gz	VMRC_HMP_UMD_AYAC09_W3D4,vmrc:lib-89fd51c8
VMRC_HMP_UMD_MG_114765.unpaired.fq.gz	076680511361acdb652485b5e866ce5a	42285661	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114765.unpaired.fq.gz	VMRC_HMP_UMD_AYAC09_W3D4,vmrc:lib-89fd51c8
VMRC_HMP_UMD_MG_114845.R1.fq.gz	a192b658a6b71b34a1d2272cf2037ce2	19619562	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114845.R1.fq.gz	VMRC_HMP_UMD_AYAC09_W5D7,vmrc:lib-d03c15ea
VMRC_HMP_UMD_MG_114845.R2.fq.gz	eab3cf04789f903db78ad99ea7bea77a	19726832	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114845.R2.fq.gz	VMRC_HMP_UMD_AYAC09_W5D7,vmrc:lib-d03c15ea
VMRC_HMP_UMD_MG_114845.unpaired.fq.gz	76782b3290eb0dd1b2190f6437bdbe65	6566904	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_114845.unpaired.fq.gz	VMRC_HMP_UMD_AYAC09_W5D7,vmrc:lib-d03c15ea
VMRC_HMP_UMD_MG_174564.R1.fq.gz	5606b1dee3628b0c14b0bec7ea65fdb9	2999596995	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174564.R1.fq.gz	VMRC_HMP_UMD_UAB002_W1D4,vmrc:lib-a592ff0d
VMRC_HMP_UMD_MG_174564.R2.fq.gz	b099f81c7cc1bca946ede7e76b23497f	3265819688	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174564.R2.fq.gz	VMRC_HMP_UMD_UAB002_W1D4,vmrc:lib-a592ff0d
VMRC_HMP_UMD_MG_174564.unpaired.fq.gz	beeafd03258f48ab6b7c0ab10afc73d2	229762839	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174564.unpaired.fq.gz	VMRC_HMP_UMD_UAB002_W1D4,vmrc:lib-a592ff0d
VMRC_HMP_UMD_MG_174616.R1.fq.gz	e8634fccee8993de14328cb91bf7f1b7	763712542	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174616.R1.fq.gz	VMRC_HMP_UMD_UAB002_W3D1,vmrc:lib-6c35e916
VMRC_HMP_UMD_MG_174616.R2.fq.gz	65edcb34fe8b63fb2a4a22860433545d	839872096	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174616.R2.fq.gz	VMRC_HMP_UMD_UAB002_W3D1,vmrc:lib-6c35e916
VMRC_HMP_UMD_MG_174616.unpaired.fq.gz	246ecc3b5c732dd63430d277df14b33b	99207149	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174616.unpaired.fq.gz	VMRC_HMP_UMD_UAB002_W3D1,vmrc:lib-6c35e916
VMRC_HMP_UMD_MG_174708.R1.fq.gz	ab471485a385a9c44a6dd391adfe2414	2047434675	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174708.R1.fq.gz	vmrc:lib-753807c6,VMRC_HMP_UMD_UAB002_W5D7
VMRC_HMP_UMD_MG_174708.R2.fq.gz	716459fc541a59b6c01adf1feb249aeb	2263703263	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174708.R2.fq.gz	vmrc:lib-753807c6,VMRC_HMP_UMD_UAB002_W5D7
VMRC_HMP_UMD_MG_174708.unpaired.fq.gz	4fb41d4a19b8d5c5dfde10e12f09e414	236421503	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_174708.unpaired.fq.gz	vmrc:lib-753807c6,VMRC_HMP_UMD_UAB002_W5D7
VMRC_HMP_UMD_MG_175228.R1.fq.gz	195e3769e8ad8ee92847e371b5a41d37	838734804	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175228.R1.fq.gz	vmrc:lib-3e326f56,VMRC_HMP_UMD_UAB006_W2D2
VMRC_HMP_UMD_MG_175228.R2.fq.gz	34d0d9287385a3fc9cd30fbf87f80e5b	871125525	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175228.R2.fq.gz	vmrc:lib-3e326f56,VMRC_HMP_UMD_UAB006_W2D2
VMRC_HMP_UMD_MG_175228.unpaired.fq.gz	30df72faa8dc98bc31f8cfa74de7a9e5	57864209	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175228.unpaired.fq.gz	vmrc:lib-3e326f56,VMRC_HMP_UMD_UAB006_W2D2
VMRC_HMP_UMD_MG_175260.R1.fq.gz	bfb9bb5a0c24a6ce72d035594ec80e8b	936627384	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175260.R1.fq.gz	VMRC_HMP_UMD_UAB006_W3D2,vmrc:lib-65858fce
VMRC_HMP_UMD_MG_175260.R2.fq.gz	acd2d5f2514726540ad3212dada0c717	1022881217	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175260.R2.fq.gz	VMRC_HMP_UMD_UAB006_W3D2,vmrc:lib-65858fce
VMRC_HMP_UMD_MG_175260.unpaired.fq.gz	e3e0efa2ad94efff2ab249e3d485af1d	159804292	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175260.unpaired.fq.gz	VMRC_HMP_UMD_UAB006_W3D2,vmrc:lib-65858fce
VMRC_HMP_UMD_MG_175332.R1.fq.gz	caaf507f8cfbf60499961b40c04596a1	1035925623	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175332.R1.fq.gz	VMRC_HMP_UMD_UAB006_W5D4,vmrc:lib-7fab4b52
VMRC_HMP_UMD_MG_175332.R2.fq.gz	5f9580ff033ff368c12aacbf2eff5031	1107718690	gs://vmrc-hmp-umd-metagenome/sequence_reads/Illumina/MG_175332.R2.fq.gz	VMRC_HMP_UMD_UAB006_W5D4,vmrc:lib-7fab4b52
